# Vertices: 125
# Arestas: 2030
0,6,7
0,73,7
0,97,6
0,96,8
0,104,2
0,4,8
0,106,6
0,2,3
0,36,7
0,32,8
0,33,2
0,116,2
0,65,5
1,85,7
1,48,1
1,74,10
1,2,2
1,116,1
1,52,6
1,89,4
1,19,7
1,95,9
1,94,5
1,87,1
1,21,9
1,111,3
1,37,7
1,66,2
2,30,9
2,76,8
2,41,9
2,42,5
2,111,4
2,29,1
2,59,10
2,124,2
2,32,2
2,96,8
2,82,7
2,104,8
2,90,10
2,99,7
2,102,8
2,79,5
3,98,8
3,40,8
3,49,7
3,107,1
3,36,3
3,103,3
3,84,6
3,35,1
3,76,8
3,37,9
3,42,4
3,79,3
3,58,6
3,57,8
3,91,8
3,25,1
3,74,4
4,78,10
4,25,9
4,13,10
4,83,9
4,107,6
4,89,4
4,60,7
4,102,8
4,82,9
4,54,8
4,98,5
4,12,2
4,8,2
4,111,1
4,106,1
4,87,10
4,55,8
4,23,8
4,71,8
4,61,1
4,9,10
5,115,9
5,47,10
5,26,9
5,58,5
5,121,6
5,10,9
5,53,9
5,6,2
5,74,4
5,69,2
5,94,3
5,59,7
5,91,2
5,99,8
5,40,6
6,96,1
6,20,5
6,26,7
6,14,7
6,15,10
6,97,4
6,35,6
6,98,3
6,101,4
6,68,10
6,59,6
6,121,7
6,104,7
6,48,2
6,36,10
6,124,6
7,23,10
7,119,4
7,100,7
7,72,9
7,85,9
7,112,7
7,16,3
7,70,7
7,32,7
7,82,5
7,73,3
7,80,10
7,93,2
7,123,7
7,55,10
7,95,6
7,14,3
7,107,4
7,52,9
7,74,5
8,24,1
8,56,10
8,80,10
8,68,1
8,115,3
8,64,10
8,32,9
8,13,1
8,107,7
9,105,8
9,104,2
9,40,4
9,22,5
9,33,2
9,28,7
9,53,8
9,63,4
9,66,5
9,103,2
9,79,10
9,29,9
9,1,4
9,101,1
9,5,7
9,58,2
10,43,3
10,119,3
10,69,8
10,34,7
10,18,5
10,70,5
10,106,6
10,14,1
10,0,5
10,58,1
10,73,6
10,17,6
10,71,4
11,10,1
11,42,4
11,102,8
11,3,2
11,117,4
11,104,4
11,60,2
11,97,7
11,35,10
11,101,1
11,15,5
11,43,1
11,72,10
11,96,3
11,36,8
11,84,2
11,116,4
12,104,5
12,7,3
12,10,3
12,5,6
12,111,9
12,95,7
12,47,7
12,76,8
12,43,10
12,75,4
12,49,10
12,13,8
12,42,5
12,6,9
12,65,8
12,44,8
12,124,5
12,56,8
12,45,7
12,39,10
13,87,9
13,106,4
13,46,1
13,57,8
13,111,7
13,107,7
13,70,6
13,26,4
13,28,4
13,39,3
13,114,5
13,75,7
13,76,5
13,10,8
13,112,7
13,65,9
14,19,1
14,34,9
14,74,3
14,80,3
14,35,4
14,101,8
14,121,1
14,70,9
14,76,6
14,91,5
14,115,5
14,112,3
14,24,10
14,56,7
14,102,4
14,116,1
14,95,5
14,96,10
14,94,6
15,81,5
15,72,2
15,53,7
15,19,6
15,23,4
15,88,4
15,63,10
15,60,8
15,29,5
15,91,7
15,51,10
15,54,8
15,39,9
15,50,4
15,17,7
15,92,2
15,108,1
15,99,3
16,119,5
16,1,2
16,24,5
16,4,10
16,86,5
16,26,10
16,11,10
16,13,1
16,109,10
16,106,8
16,80,2
16,59,9
16,114,7
16,23,1
16,108,5
16,48,3
16,34,4
16,37,1
17,9,7
17,39,10
17,91,4
17,64,7
17,98,5
17,2,7
17,122,1
17,65,9
17,20,10
17,28,3
17,24,3
17,16,6
17,6,5
17,12,7
17,111,5
17,62,8
17,7,5
17,85,4
17,105,6
18,2,2
18,49,7
18,101,6
18,11,8
18,121,10
18,24,2
18,77,8
18,63,2
18,34,2
18,43,7
18,47,4
18,14,9
18,115,2
18,19,9
18,103,9
18,85,6
18,71,2
19,76,8
19,61,7
19,13,10
19,6,3
19,69,9
19,35,3
19,71,10
19,16,8
19,97,9
19,0,4
19,108,9
19,41,5
19,90,4
19,92,9
20,118,9
20,41,1
20,82,9
20,106,7
20,123,8
20,95,7
20,39,6
20,78,3
20,32,8
20,83,7
20,62,1
21,56,5
21,113,6
21,14,5
21,108,4
21,70,9
21,105,8
21,68,2
21,2,4
21,114,7
21,87,3
21,17,2
21,119,5
21,12,4
21,109,7
21,36,5
22,15,7
22,3,7
22,44,2
22,67,9
22,118,9
22,89,4
22,119,7
22,66,9
22,120,2
22,43,10
23,95,7
23,58,4
23,108,2
23,34,4
23,85,6
23,89,2
23,57,8
23,32,3
23,88,1
23,18,3
23,56,5
23,10,6
23,44,9
23,5,3
23,25,6
23,67,4
24,120,10
24,9,7
24,57,7
24,87,8
24,4,2
24,40,1
24,114,9
24,30,2
24,66,7
24,77,4
24,105,2
24,123,7
24,115,1
24,80,3
24,67,7
24,13,5
24,22,2
25,65,5
25,12,8
25,34,8
25,117,9
25,74,9
25,57,10
25,93,1
25,11,3
25,8,4
25,70,4
25,58,1
26,27,9
26,12,9
26,41,7
26,22,1
26,122,5
26,69,3
26,37,3
26,20,9
26,101,10
26,90,2
26,105,6
26,2,8
26,15,5
26,84,9
26,102,6
26,28,8
26,86,5
26,72,9
26,11,4
27,50,2
27,98,1
27,76,2
27,91,9
27,3,2
27,94,2
27,106,9
27,75,6
27,102,3
27,117,5
27,85,8
27,14,6
27,34,4
27,64,10
27,7,3
27,17,10
27,108,6
27,84,3
27,20,9
27,86,1
28,100,10
28,42,2
28,123,5
28,90,4
28,64,9
28,83,5
28,62,8
28,27,3
28,118,7
28,122,2
28,105,1
28,87,4
28,47,9
28,70,3
28,38,4
28,1,4
28,106,2
28,114,5
29,99,7
29,60,3
29,106,6
29,55,1
29,79,9
29,98,9
29,22,9
29,95,8
29,44,6
29,64,9
30,64,6
30,105,9
30,116,1
30,3,4
30,89,1
30,57,9
30,118,9
30,121,4
30,47,2
30,73,7
30,53,3
30,95,1
30,83,4
30,58,8
30,42,7
30,13,4
30,119,10
31,49,2
31,117,5
31,107,3
31,29,9
31,96,6
31,58,9
31,48,9
31,30,7
31,26,8
31,35,2
31,106,10
31,88,4
31,40,1
31,7,5
31,47,10
31,22,4
31,27,10
31,99,4
31,14,2
31,8,10
31,57,1
31,91,3
31,4,1
31,28,6
31,104,2
31,37,3
31,101,5
31,65,6
32,33,4
32,12,9
32,124,8
32,31,8
32,86,10
32,55,3
32,88,3
32,16,4
32,93,10
32,95,6
32,105,9
32,70,1
32,25,2
32,58,4
32,117,7
33,61,10
33,75,2
33,118,5
33,124,9
33,30,6
33,121,10
33,37,3
33,100,2
33,53,5
33,3,2
33,28,8
33,98,10
33,15,6
33,115,8
33,52,9
33,6,7
33,77,8
34,59,8
34,95,8
34,79,4
34,106,4
34,29,5
34,32,9
34,3,1
34,63,2
34,82,6
34,50,7
34,0,9
34,87,8
34,117,9
34,40,7
34,4,2
34,30,6
34,69,7
35,17,2
35,110,3
35,65,10
35,62,2
35,114,5
35,120,10
35,75,8
35,55,1
35,85,9
35,48,8
35,79,9
36,88,10
36,13,8
36,35,5
36,51,7
36,118,6
36,67,9
36,103,4
36,1,8
36,19,2
36,30,7
36,114,4
36,68,10
36,96,4
37,41,3
37,20,3
37,105,5
37,51,4
37,17,6
37,10,4
37,0,5
37,45,2
37,29,8
37,93,8
37,66,5
38,94,5
38,3,8
38,48,4
38,49,1
38,84,4
38,12,6
38,70,3
38,6,9
38,82,8
38,27,1
38,61,6
38,10,2
38,53,1
38,20,6
38,42,9
38,95,8
38,60,10
38,96,9
38,93,7
39,21,5
39,87,8
39,106,1
39,19,6
39,70,7
39,37,5
39,45,3
39,28,7
39,109,3
39,117,3
39,0,10
39,1,2
39,89,7
39,55,8
39,96,5
39,29,10
39,62,9
40,111,2
40,120,1
40,63,7
40,48,10
40,69,8
40,55,1
40,119,7
40,8,10
40,89,8
40,106,5
40,61,4
40,36,3
40,66,7
40,30,10
40,10,8
40,86,7
40,122,1
41,72,7
41,104,4
41,111,2
41,35,6
41,120,9
41,29,6
41,86,2
41,96,10
41,117,8
41,78,6
41,6,4
41,44,7
41,93,2
41,109,9
41,122,1
41,70,1
41,105,2
41,81,9
42,62,2
42,41,10
42,54,4
42,102,8
42,115,6
42,50,9
42,89,3
42,4,4
42,107,1
42,40,5
42,45,10
42,7,3
42,49,3
43,116,8
43,79,8
43,102,10
43,49,7
43,68,2
43,17,5
43,96,10
43,115,7
43,14,4
43,16,6
43,52,6
44,97,2
44,113,10
44,117,8
44,92,7
44,3,10
44,103,3
44,33,3
44,121,8
44,105,7
44,60,2
44,34,4
44,84,7
45,15,1
45,111,8
45,28,4
45,32,3
45,36,1
45,21,1
45,11,1
45,53,9
45,34,4
45,47,1
45,49,2
45,43,6
45,65,4
45,25,2
45,99,2
45,95,6
45,35,9
45,84,6
45,88,3
45,50,9
45,17,1
45,75,10
46,45,5
46,34,8
46,53,7
46,49,3
46,90,10
46,36,6
46,47,4
46,7,6
46,105,3
46,80,3
46,9,2
46,31,10
46,76,1
46,5,1
46,11,10
46,96,6
46,121,7
46,124,5
46,78,5
46,58,9
46,37,8
46,24,2
46,26,10
46,65,4
47,110,8
47,49,6
47,36,7
47,112,2
47,44,1
