# Vertices: 125
# Arestas: 5843
0,1
0,100
0,9
0,45
0,12
0,46
0,63
0,76
0,78
0,23
0,6
0,27
0,68
0,106
0,51
0,52
0,83
0,91
0,11
0,43
0,29
0,21
0,35
0,77
0,3
0,13
0,54
0,117
0,69
0,110
0,36
0,94
0,64
0,62
0,109
0,66
0,119
0,101
0,2
0,105
0,5
0,108
0,48
0,124
0,47
0,115
0,116
0,87
0,41
0,118
0,75
0,84
0,18
0,112
0,82
0,104
1,24
1,107
1,86
1,45
1,69
1,31
1,26
1,104
1,80
1,70
1,2
1,119
1,63
1,62
1,124
1,74
1,58
1,88
1,85
1,71
1,34
1,33
1,13
1,65
1,16
1,97
1,93
1,4
1,76
1,60
1,90
1,25
1,35
1,8
1,5
1,94
1,12
1,57
2,64
2,79
2,58
2,10
2,66
2,119
2,108
2,13
2,81
2,114
2,56
2,109
2,14
2,105
2,46
2,26
2,52
2,16
2,118
2,43
2,95
2,57
2,120
2,96
2,38
2,22
2,36
2,11
2,49
2,60
2,65
2,54
2,100
2,102
2,88
2,110
2,104
2,50
2,73
2,93
2,124
2,87
2,91
2,12
3,19
3,64
3,83
3,88
3,95
3,38
3,105
3,119
3,16
3,46
3,47
3,108
3,94
3,69
3,44
3,79
3,28
3,75
3,20
3,54
3,111
3,52
3,71
3,117
3,40
3,10
3,18
3,57
3,53
3,113
3,80
3,31
3,110
3,100
3,34
3,104
3,86
3,78
3,45
3,124
3,89
3,42
3,73
3,2
4,113
4,54
4,14
4,71
4,48
4,61
4,19
4,15
4,53
4,45
4,52
4,97
4,57
4,16
4,17
4,89
4,85
4,122
4,22
4,29
4,112
4,11
4,35
4,60
4,21
4,68
4,92
4,0
4,6
4,62
4,50
4,2
4,37
4,24
4,77
4,20
4,28
4,42
4,106
4,18
4,84
4,66
4,110
4,3
4,56
4,83
4,41
4,36
4,74
4,23
4,114
4,93
4,96
5,10
5,17
5,59
5,97
5,42
5,104
5,84
5,87
5,112
5,16
5,48
5,39
5,32
5,28
5,40
5,96
5,25
5,56
5,93
5,66
5,33
5,49
5,35
5,18
5,11
5,123
5,88
5,86
5,51
5,30
5,85
5,31
5,107
5,68
5,54
5,21
5,14
5,55
5,73
5,63
5,4
5,36
5,116
5,115
5,43
5,99
5,78
5,102
5,8
6,85
6,81
6,100
6,114
6,117
6,95
6,87
6,75
6,65
6,94
6,84
6,77
6,36
6,54
6,110
6,22
6,119
6,34
6,17
6,29
6,15
6,115
6,89
6,105
6,5
6,27
6,18
6,48
6,102
6,73
6,44
6,43
6,118
6,42
6,46
6,51
6,26
6,111
6,98
6,96
6,62
6,24
6,53
6,57
6,107
6,112
6,122
6,61
6,45
6,50
6,49
6,116
6,33
6,59
6,2
7,82
7,66
7,54
7,50
7,28
7,56
7,27
7,1
7,79
7,46
7,15
7,0
7,13
7,16
7,103
7,78
7,18
7,20
7,121
7,47
7,119
7,96
7,122
7,93
7,86
7,59
7,116
7,9
7,57
7,85
7,63
7,64
7,25
7,98
7,44
7,114
7,109
7,40
7,73
7,26
7,72
7,83
7,87
7,37
7,45
7,10
7,65
7,2
7,41
7,92
8,120
8,84
8,122
8,78
8,71
8,20
8,16
8,74
8,85
8,7
8,48
8,124
8,52
8,66
8,68
8,36
8,90
8,55
8,59
8,79
8,118
8,0
8,51
8,18
8,10
8,57
8,86
8,108
8,24
8,2
8,56
8,6
8,60
8,39
8,81
8,61
8,76
8,26
8,21
8,100
8,91
8,29
8,3
8,109
8,104
8,64
8,99
8,11
8,15
8,4
8,49
8,43
8,41
8,13
8,17
8,9
8,94
8,123
9,79
9,95
9,75
9,124
9,106
9,4
9,10
9,48
9,111
9,90
9,104
9,87
9,25
9,118
9,83
9,123
9,116
9,98
9,35
9,66
9,62
9,99
9,43
9,53
9,44
9,88
9,85
9,93
9,121
9,1
9,59
9,26
9,52
9,6
9,41
9,101
9,67
9,115
9,37
9,69
9,19
9,78
9,109
9,92
9,119
9,18
9,112
9,45
9,84
9,120
9,76
9,94
9,56
9,3
9,2
9,11
9,32
9,21
9,49
10,14
10,36
10,18
10,20
10,63
10,65
10,106
10,52
10,80
10,1
10,4
10,92
10,102
10,117
10,98
10,59
10,77
10,83
10,87
10,50
10,48
10,68
10,104
10,74
10,32
10,97
10,11
10,30
10,96
10,37
10,44
10,110
10,27
10,70
10,56
10,47
10,33
10,120
10,72
10,6
10,23
10,43
10,17
10,28
10,35
10,90
11,42
11,105
11,61
11,95
11,16
11,25
11,14
11,35
11,22
11,20
11,73
11,57
11,71
11,115
11,27
11,116
11,26
11,3
11,108
11,77
11,113
11,82
11,19
11,94
11,32
11,41
11,65
11,90
11,83
11,69
11,6
11,81
11,87
11,92
11,51
11,96
11,52
11,1
11,7
11,119
11,23
11,13
11,63
11,111
12,107
