# Vertices: 625
# Arestas: 624
0,415,7
1,592,4
2,488,10
3,469,1
4,576,9
5,66,2
6,221,5
7,552,3
8,524,10
9,492,10
10,352,8
11,519,9
12,250,5
13,153,8
14,115,10
15,154,8
16,517,7
17,16,2
18,343,1
19,103,3
20,286,8
21,444,7
22,580,10
23,180,3
24,355,3
25,78,2
26,513,6
27,237,5
28,494,2
29,208,5
30,530,5
31,147,10
32,173,8
33,526,7
34,291,5
35,550,9
36,447,2
37,521,10
38,248,4
39,615,6
40,332,1
41,289,1
42,226,7
43,90,3
44,477,3
45,91,6
46,417,1
47,483,5
48,206,10
49,52,6
50,281,8
51,67,5
52,541,9
53,246,1
54,213,10
55,87,6
56,383,4
57,594,3
58,228,6
59,270,7
60,620,10
61,183,2
62,11,4
63,479,7
64,236,4
65,38,6
66,608,3
67,231,10
68,587,4
69,88,7
70,604,7
71,614,8
72,324,4
73,338,5
74,152,5
75,410,9
76,300,6
77,122,1
78,298,6
79,618,4
80,334,1
81,339,4
82,46,10
83,141,7
84,328,9
85,230,5
86,119,4
87,196,2
88,551,7
89,342,8
90,40,10
91,515,1
92,302,8
93,210,9
94,364,4
95,443,6
96,590,5
97,610,5
98,294,7
99,438,8
100,223,1
101,260,10
102,408,4
103,175,5
104,329,10
105,243,5
106,287,9
107,2,6
108,427,1
109,453,8
110,503,2
111,182,1
112,563,6
113,380,5
114,27,3
115,385,9
116,136,3
117,113,8
118,418,6
119,168,1
120,310,5
121,413,7
122,238,5
123,41,6
124,19,10
125,548,8
126,577,1
127,376,3
128,0,4
129,212,7
130,127,4
131,201,5
132,45,7
133,262,1
134,39,5
135,424,10
136,459,5
137,386,7
138,501,3
139,508,6
140,42,8
141,118,6
142,100,3
143,539,1
144,370,7
145,337,2
146,426,3
147,317,6
148,333,10
149,145,8
150,351,9
151,81,9
152,474,4
153,568,10
154,599,1
155,104,9
156,169,2
157,278,9
158,8,4
159,357,4
160,33,2
161,558,1
162,402,7
163,241,8
164,62,2
165,117,5
166,486,10
167,353,9
168,436,10
169,245,1
170,72,1
171,582,2
172,384,3
173,463,5
174,482,2
175,159,2
176,367,9
177,240,4
178,378,1
179,559,4
180,579,3
181,163,6
182,79,7
183,369,9
184,560,3
185,347,9
186,462,3
187,497,7
188,105,3
189,295,3
190,375,1
191,132,3
192,184,1
193,450,10
194,164,4
195,511,10
196,547,8
197,348,3
198,77,1
199,356,7
200,518,5
201,589,10
202,363,9
203,491,8
204,217,10
205,254,2
206,249,1
207,4,8
208,12,2
209,422,7
210,157,3
211,10,10
212,55,1
213,336,10
214,99,3
215,160,7
216,306,1
217,205,5
218,137,8
219,114,3
220,395,7
221,26,1
222,194,10
223,188,7
224,441,3
225,315,10
226,121,3
227,244,1
228,146,2
229,285,8
230,43,6
231,330,1
232,197,4
233,187,9
234,9,6
235,301,3
236,60,10
237,601,2
238,167,7
239,554,3
240,61,5
241,584,2
242,464,3
243,57,10
244,259,7
245,288,3
246,257,4
247,613,8
248,572,6
249,545,4
250,593,8
251,561,5
252,22,9
253,412,9
254,58,7
255,502,8
256,28,7
257,94,10
258,47,7
259,178,7
260,516,10
261,162,1
262,304,6
263,529,3
264,514,4
265,211,10
266,229,1
267,268,7
268,452,5
269,537,5
270,445,3
271,553,4
272,274,8
273,451,9
274,303,6
275,588,5
276,481,7
277,284,9
278,166,3
279,345,6
280,134,5
281,467,5
282,54,3
283,566,9
284,349,1
285,139,2
286,350,7
287,190,5
288,387,4
289,505,3
290,439,2
291,506,8
292,142,3
293,209,2
294,297,8
295,404,8
296,21,6
297,365,7
298,200,9
299,64,2
300,624,8
301,123,6
302,3,2
303,312,1
304,69,4
305,75,6
306,92,6
307,50,10
308,265,1
309,531,1
310,193,9
311,101,9
312,203,3
313,540,6
314,128,7
315,311,8
316,429,8
317,199,2
318,242,3
319,313,9
320,527,6
321,215,10
322,218,4
323,151,6
324,158,5
325,207,6
326,534,7
327,219,6
328,533,1
329,366,4
330,325,5
331,318,10
332,393,5
333,437,4
334,416,9
335,140,5
336,275,3
337,609,5
338,374,1
339,267,4
340,7,2
341,564,2
342,17,6
343,292,10
344,510,4
345,125,6
346,470,7
347,341,7
348,371,10
349,71,8
350,392,1
351,532,1
352,150,1
353,616,3
354,138,1
355,264,6
356,480,6
357,83,1
358,86,5
359,617,2
360,70,10
361,500,7
362,283,2
363,377,5
364,498,1
365,20,3
366,335,7
367,458,5
368,425,9
369,388,10
370,224,1
371,53,5
372,431,7
373,198,8
374,605,2
375,549,4
376,405,2
377,419,10
378,611,3
379,571,10
380,461,2
381,80,6
382,512,2
383,251,9
384,423,7
385,277,9
386,253,10
387,583,10
388,400,9
389,390,6
390,34,8
391,455,1
392,176,9
393,603,3
394,359,7
395,578,4
396,411,5
397,177,4
398,493,5
399,525,8
400,89,10
401,397,4
402,358,9
403,314,6
404,51,7
405,171,4
406,409,5
407,316,8
408,31,9
409,156,8
410,161,5
411,401,5
412,430,9
413,361,7
414,490,5
415,276,3
416,308,2
417,495,1
418,263,2
419,126,10
420,435,6
