# Vertices: 25
# Arestas: 162
0,1,9
0,15,6
0,5,3
0,12,8
0,21,10
1,17,4
1,6,5
1,9,9
1,23,5
1,12,6
1,5,2
2,21,9
2,20,1
2,22,1
2,14,4
2,11,9
2,16,6
2,24,9
2,5,1
3,20,7
3,23,8
3,6,3
3,15,2
3,19,5
3,2,7
3,16,9
4,3,1
4,23,1
4,17,4
4,10,3
4,13,7
4,7,10
4,15,9
4,22,7
4,14,4
4,16,2
5,7,6
5,17,8
5,24,4
5,11,1
5,16,10
6,8,9
6,15,2
6,0,10
6,22,1
6,11,5
6,16,7
6,5,8
7,23,10
7,6,5
7,21,7
7,17,6
8,11,4
8,20,8
8,17,9
8,18,4
8,1,6
8,21,9
8,12,1
8,14,3
9,2,4
9,6,5
9,18,4
9,5,1
9,3,4
9,17,8
9,7,4
9,21,1
10,19,1
10,24,2
10,22,5
10,3,1
10,20,3
11,14,2
11,19,2
11,17,9
11,15,2
11,3,6
11,10,7
12,9,5
12,19,8
12,5,8
12,17,3
12,18,4
12,2,8
12,21,6
12,7,3
12,10,8
13,15,4
13,9,10
13,12,8
13,2,5
13,10,3
13,11,5
13,17,2
13,7,1
14,18,4
14,16,1
14,10,9
14,6,5
14,12,5
15,8,5
15,23,4
15,5,5
15,12,2
15,10,1
15,9,10
15,1,2
16,12,6
16,10,4
16,1,3
16,19,9
16,0,6
17,24,7
17,16,3
17,19,10
17,18,1
17,20,4
17,22,3
18,10,5
18,16,7
18,15,5
18,2,5
18,13,5
18,0,8
18,11,2
19,4,2
19,14,8
19,9,6
19,7,7
19,1,2
20,13,6
20,0,10
20,1,5
20,5,5
20,9,3
20,22,7
20,16,9
21,5,5
21,20,4
21,14,1
21,10,1
21,3,8
21,11,7
21,22,3
22,16,6
22,14,9
22,3,3
22,13,9
22,12,5
23,0,9
23,16,2
23,13,2
24,6,10
24,7,8
24,15,2
24,22,1
24,14,9
24,4,8
24,0,7
24,20,5
24,21,3
