# Vertices: 125
# Arestas: 124
0,26
1,108
2,52
3,110
4,74
5,22
6,20
7,86
8,121
9,1
10,68
11,124
12,96
13,34
14,47
15,40
16,56
17,104
18,24
19,70
20,46
21,88
22,67
23,45
24,37
25,7
26,113
27,75
28,87
29,57
30,3
31,112
32,120
33,94
34,80
35,66
36,85
37,33
38,118
39,83
40,100
41,5
42,105
43,69
44,115
45,25
46,97
47,59
48,84
49,95
50,61
51,98
52,28
53,62
54,64
55,101
56,44
57,117
58,50
59,107
60,99
61,106
62,13
63,49
64,119
65,31
66,43
67,92
68,29
69,102
70,18
71,123
72,48
73,72
74,90
75,12
76,51
77,122
79,35
80,27
81,71
82,2
83,73
84,36
85,81
86,116
87,11
88,41
89,76
90,63
91,39
92,17
93,15
94,42
95,77
96,30
97,111
98,91
99,89
100,60
101,9
102,8
103,10
104,38
105,16
106,82
107,79
108,114
109,19
110,78
111,103
112,4
113,53
114,21
115,0
116,55
117,93
118,65
119,32
120,6
121,23
122,58
123,14
124,109
