# Vertices: 25
# Arestas: 300
0,5,1
0,18,9
0,2,8
0,24,6
0,9,4
0,17,10
0,4,4
0,21,5
0,19,4
0,6,3
0,13,10
0,20,3
0,23,3
0,1,9
1,21,7
1,7,6
1,18,7
1,15,1
1,16,10
1,14,1
1,5,1
1,12,7
1,6,2
1,13,6
1,20,3
1,4,2
1,9,3
2,8,8
2,19,9
2,23,10
2,11,1
2,1,3
2,22,3
2,9,8
2,20,9
2,6,4
2,4,3
3,11,3
3,16,5
3,4,8
3,1,5
3,24,3
3,21,5
3,18,4
3,14,8
3,0,5
3,20,4
3,2,7
3,13,10
3,5,7
4,9,9
4,14,5
4,8,5
4,11,3
4,20,7
4,16,10
4,24,6
4,6,5
4,12,9
5,4,7
5,24,2
5,23,3
5,12,4
5,17,3
5,13,9
5,19,8
5,10,2
5,7,10
5,2,5
5,16,3
6,17,10
6,22,1
6,5,6
6,16,8
6,9,7
6,14,7
6,3,8
6,19,7
6,10,10
6,7,7
7,19,10
7,3,1
7,2,6
7,24,5
7,11,4
7,10,3
7,4,1
7,12,3
7,0,5
7,22,8
8,13,6
8,9,7
8,15,5
8,10,6
8,6,9
8,1,6
8,3,6
8,19,10
8,5,5
8,7,7
8,0,1
9,11,9
9,3,8
9,5,5
9,16,5
9,7,2
9,13,4
9,20,2
9,21,9
9,15,8
9,10,7
10,22,8
10,19,7
10,4,2
10,17,8
10,3,7
10,1,2
10,15,3
10,2,2
10,11,6
10,12,8
10,0,6
11,23,3
11,18,1
11,1,6
11,21,10
11,14,2
11,22,8
11,6,4
11,19,3
11,5,9
11,24,3
11,12,4
11,0,3
11,8,4
12,2,4
12,6,8
12,9,8
12,3,1
12,24,6
12,20,4
12,0,6
12,8,10
13,6,2
13,12,8
13,2,6
13,7,4
13,16,5
13,11,4
13,20,9
13,10,6
13,19,3
13,4,10
13,23,1
13,14,9
13,17,6
14,15,7
14,2,1
14,5,8
14,0,1
14,10,6
14,7,5
14,9,3
14,23,9
14,20,6
14,12,6
14,18,2
14,8,1
15,3,10
15,5,1
15,0,1
15,23,2
15,11,8
15,4,9
15,7,4
15,20,10
15,22,9
15,6,5
15,13,4
15,18,1
15,12,8
15,2,6
16,12,6
16,10,8
16,8,2
16,11,9
16,2,4
16,7,3
16,15,3
16,14,1
16,0,1
17,7,9
17,14,2
17,22,4
17,21,8
17,12,3
17,2,8
17,23,7
17,24,3
17,3,2
17,18,5
17,4,5
17,19,1
17,9,7
17,1,7
17,15,5
17,16,7
17,11,7
17,8,3
18,24,2
18,23,6
18,8,9
18,4,6
18,13,2
18,16,5
18,2,3
18,9,9
18,5,1
18,22,5
18,7,9
18,6,4
18,12,2
18,10,5
19,18,2
19,23,4
19,21,4
19,12,9
19,1,10
19,15,2
19,4,8
19,24,10
19,16,8
19,14,1
19,20,9
19,9,10
19,3,1
20,16,3
20,11,4
20,5,2
20,8,6
20,21,9
20,22,2
20,17,7
20,6,3
20,7,8
20,10,2
20,18,6
21,10,10
21,7,9
21,13,1
21,4,5
21,18,5
21,5,9
21,6,1
21,2,10
21,12,8
21,15,7
21,8,1
21,23,1
21,16,7
21,14,7
21,22,8
22,14,10
22,3,3
22,13,2
22,12,7
22,23,10
22,5,8
22,16,1
22,8,2
22,19,2
22,9,5
22,0,3
22,1,3
22,4,5
23,20,2
23,12,8
23,16,1
23,1,4
23,10,7
23,6,8
23,24,10
23,4,2
23,9,9
23,8,3
23,3,7
23,7,4
24,1,4
24,6,7
24,15,4
24,2,4
24,20,9
24,16,8
24,10,3
24,14,1
24,22,9
24,13,3
24,9,2
24,8,6
24,21,4
